ticker,company,aliases,country,sector,idx_code,idx_board,listed_shares,listing_date_raw
MDKA.JK,Merdeka Copper Gold Tbk.,MDKA;MDKA.JK;Merdeka Copper Gold Tbk.;Merdeka Copper Gold,Indonesia,,MDKA,Utama,24472983771,19 Jun 2015
MDLN.JK,Modernland Realty Tbk.,MDLN;MDLN.JK;Modernland Realty Tbk.;Modernland Realty,Indonesia,,MDLN,Pengembangan,12533067322,18 Jan 1993
MDRN.JK,Modern Internasional Tbk.,MDRN;MDRN.JK;Modern Internasional Tbk.;Modern Internasional,Indonesia,,MDRN,Pemantauan Khusus,7632167798,16 Jul 1991
MEDC.JK,Medco Energi Internasional Tbk,MEDC;MEDC.JK;Medco Energi Internasional Tbk;Medco Energi Internasional,Indonesia,,MEDC,Utama,25136231252,12 Okt 1994
MEGA.JK,Bank Mega Tbk.,MEGA;MEGA.JK;Bank Mega Tbk.;Bank Mega,Indonesia,,MEGA,Utama,23247028262,17 Apr 2000
MERK.JK,Merck Tbk.,MERK;MERK.JK;Merck Tbk.;Merck,Indonesia,,MERK,Utama,448000000,23 Jul 1981
META.JK,Nusantara Infrastructure Tbk.,META;META.JK;Nusantara Infrastructure Tbk.;Nusantara Infrastructure,Indonesia,,META,Pengembangan,17710708194,18 Jul 2001
MFMI.JK,Multifiling Mitra Indonesia Tb,MFMI;MFMI.JK;Multifiling Mitra Indonesia Tb,Indonesia,,MFMI,Pemantauan Khusus,757581000,29 Des 2010
MGNA.JK,Magna Investama Mandiri Tbk.,MGNA;MGNA.JK;Magna Investama Mandiri Tbk.;Magna Investama Mandiri,Indonesia,,MGNA,Pengembangan,3411085926,08 Jul 2014
MICE.JK,Multi Indocitra Tbk.,MICE;MICE.JK;Multi Indocitra Tbk.;Multi Indocitra,Indonesia,,MICE,Pengembangan,600000000,21 Des 2005
MIDI.JK,Midi Utama Indonesia Tbk.,MIDI;MIDI.JK;Midi Utama Indonesia Tbk.;Midi Utama Indonesia,Indonesia,,MIDI,Utama,33435294800,30 Nov 2010
MIKA.JK,Mitra Keluarga Karyasehat Tbk.,MIKA;MIKA.JK;Mitra Keluarga Karyasehat Tbk.;Mitra Keluarga Karyasehat,Indonesia,,MIKA,Utama,13907481500,24 Mar 2015
MIRA.JK,Mitra International Resources,MIRA;MIRA.JK;Mitra International Resources,Indonesia,,MIRA,Pemantauan Khusus,3961452039,30 Jan 1997
MITI.JK,Mitra Investindo Tbk.,MITI;MITI.JK;Mitra Investindo Tbk.;Mitra Investindo,Indonesia,,MITI,Pengembangan,3750526603,16 Jul 1997
MKPI.JK,Metropolitan Kentjana Tbk.,MKPI;MKPI.JK;Metropolitan Kentjana Tbk.;Metropolitan Kentjana,Indonesia,,MKPI,Pengembangan,948194000,10 Jul 2009
MLBI.JK,Multi Bintang Indonesia Tbk.,MLBI;MLBI.JK;Multi Bintang Indonesia Tbk.;Multi Bintang Indonesia,Indonesia,,MLBI,Utama,2107000000,15 Des 1981
MLIA.JK,Mulia Industrindo Tbk,MLIA;MLIA.JK;Mulia Industrindo Tbk;Mulia Industrindo,Indonesia,,MLIA,Pemantauan Khusus,6615000000,17 Jan 1994
MLPL.JK,Multipolar Tbk.,MLPL;MLPL.JK;Multipolar Tbk.;Multipolar,Indonesia,,MLPL,Utama,15682323987,06 Nov 1989
MLPT.JK,Multipolar Technology Tbk.,MLPT;MLPT.JK;Multipolar Technology Tbk.;Multipolar Technology,Indonesia,,MLPT,Pengembangan,1875000000,08 Jul 2013
MMLP.JK,Mega Manunggal Property Tbk.,MMLP;MMLP.JK;Mega Manunggal Property Tbk.;Mega Manunggal Property,Indonesia,,MMLP,Pengembangan,6889134608,12 Jun 2015
MNCN.JK,Media Nusantara Citra Tbk.,MNCN;MNCN.JK;Media Nusantara Citra Tbk.;Media Nusantara Citra,Indonesia,,MNCN,Utama,15049787710,22 Jun 2007
MPMX.JK,Mitra Pinasthika Mustika Tbk.,MPMX;MPMX.JK;Mitra Pinasthika Mustika Tbk.;Mitra Pinasthika Mustika,Indonesia,,MPMX,Utama,4386963276,29 Mei 2013
MPPA.JK,Matahari Putra Prima Tbk.,MPPA;MPPA.JK;Matahari Putra Prima Tbk.;Matahari Putra Prima,Indonesia,,MPPA,Pemantauan Khusus,12966640084,21 Des 1992
MRAT.JK,Mustika Ratu Tbk.,MRAT;MRAT.JK;Mustika Ratu Tbk.;Mustika Ratu,Indonesia,,MRAT,Pengembangan,428000000,27 Jul 1995
MREI.JK,Maskapai Reasuransi Indonesia,MREI;MREI.JK;Maskapai Reasuransi Indonesia,Indonesia,,MREI,Pengembangan,517791681,04 Sep 1989
MSKY.JK,MNC Sky Vision Tbk.,MSKY;MSKY.JK;MNC Sky Vision Tbk.;MNC Sky Vision,Indonesia,,MSKY,Pengembangan,1994370480,09 Jul 2012
MTDL.JK,Metrodata Electronics Tbk.,MTDL;MTDL.JK;Metrodata Electronics Tbk.;Metrodata Electronics,Indonesia,,MTDL,Utama,12276884585,09 Apr 1990
MTFN.JK,Capitalinc Investment Tbk.,MTFN;MTFN.JK;Capitalinc Investment Tbk.;Capitalinc Investment,Indonesia,,MTFN,Pemantauan Khusus,31842082852,16 Apr 1990
MTLA.JK,Metropolitan Land Tbk.,MTLA;MTLA.JK;Metropolitan Land Tbk.;Metropolitan Land,Indonesia,,MTLA,Utama,7655126330,20 Jun 2011
MTSM.JK,Metro Realty Tbk.,MTSM;MTSM.JK;Metro Realty Tbk.;Metro Realty,Indonesia,,MTSM,Pemantauan Khusus,232848000,08 Jan 1992
MYOH.JK,Samindo Resources Tbk.,MYOH;MYOH.JK;Samindo Resources Tbk.;Samindo Resources,Indonesia,,MYOH,Pengembangan,2206312500,27 Jul 2000
MYOR.JK,Mayora Indah Tbk.,MYOR;MYOR.JK;Mayora Indah Tbk.;Mayora Indah,Indonesia,,MYOR,Utama,22358699725,04 Jul 1990
MYTX.JK,Asia Pacific Investama Tbk.,MYTX;MYTX.JK;Asia Pacific Investama Tbk.;Asia Pacific Investama,Indonesia,,MYTX,Pemantauan Khusus,7747281949,10 Okt 1989
NELY.JK,Pelayaran Nelly Dwi Putri Tbk.,NELY;NELY.JK;Pelayaran Nelly Dwi Putri Tbk.;Pelayaran Nelly Dwi Putri,Indonesia,,NELY,Pengembangan,2350000000,11 Okt 2012
NIKL.JK,Pelat Timah Nusantara Tbk.,NIKL;NIKL.JK;Pelat Timah Nusantara Tbk.;Pelat Timah Nusantara,Indonesia,,NIKL,Pengembangan,2523350000,14 Des 2009
NIRO.JK,City Retail Developments Tbk.,NIRO;NIRO.JK;City Retail Developments Tbk.;City Retail Developments,Indonesia,,NIRO,Pengembangan,22198871804,13 Sep 2012
NISP.JK,Bank OCBC NISP Tbk.,NISP;NISP.JK;Bank OCBC NISP Tbk.;Bank OCBC NISP,Indonesia,,NISP,Utama,22715776032,20 Okt 1994
NOBU.JK,Bank Nationalnobu Tbk.,NOBU;NOBU.JK;Bank Nationalnobu Tbk.;Bank Nationalnobu,Indonesia,,NOBU,Utama,7403659460,20 Mei 2013
NRCA.JK,Nusa Raya Cipta Tbk.,NRCA;NRCA.JK;Nusa Raya Cipta Tbk.;Nusa Raya Cipta,Indonesia,,NRCA,Pengembangan,2496258344,27 Jun 2013
OCAP.JK,Onix Capital Tbk.,OCAP;OCAP.JK;Onix Capital Tbk.;Onix Capital,Indonesia,,OCAP,Pemantauan Khusus,273200000,10 Okt 2003
OKAS.JK,Ancora Indonesia Resources Tbk,OKAS;OKAS.JK;Ancora Indonesia Resources Tbk;Ancora Indonesia Resources,Indonesia,,OKAS,Pengembangan,2373449165,29 Mar 2006
OMRE.JK,Indonesia Prima Property Tbk,OMRE;OMRE.JK;Indonesia Prima Property Tbk;Indonesia Prima Property,Indonesia,,OMRE,Pengembangan,2945211000,22 Agt 1994
PADI.JK,Minna Padi Investama Sekuritas,PADI;PADI.JK;Minna Padi Investama Sekuritas,Indonesia,,PADI,Pengembangan,11307246524,09 Jan 2012
PALM.JK,Provident Investasi Bersama Tb,PALM;PALM.JK;Provident Investasi Bersama Tb,Indonesia,,PALM,Utama,15732874458,08 Okt 2012
PANR.JK,Panorama Sentrawisata Tbk.,PANR;PANR.JK;Panorama Sentrawisata Tbk.;Panorama Sentrawisata,Indonesia,,PANR,Pengembangan,1387500000,18 Sep 2001
PANS.JK,Panin Sekuritas Tbk.,PANS;PANS.JK;Panin Sekuritas Tbk.;Panin Sekuritas,Indonesia,,PANS,Utama,720000000,31 Mei 2000
PBRX.JK,Pan Brothers Tbk.,PBRX;PBRX.JK;Pan Brothers Tbk.;Pan Brothers,Indonesia,,PBRX,Pemantauan Khusus,21482028246,16 Agt 1990
PDES.JK,Destinasi Tirta Nusantara Tbk,PDES;PDES.JK;Destinasi Tirta Nusantara Tbk;Destinasi Tirta Nusantara,Indonesia,,PDES,Pengembangan,715000000,08 Jul 2008
PEGE.JK,Panca Global Kapital Tbk.,PEGE;PEGE.JK;Panca Global Kapital Tbk.;Panca Global Kapital,Indonesia,,PEGE,Pengembangan,2833417056,24 Jun 2005
PGAS.JK,Perusahaan Gas Negara (Persero,PGAS;PGAS.JK;Perusahaan Gas Negara (Persero;Perusahaan Gas Negara (,Indonesia,,PGAS,Utama,24241508196,15 Des 2003
PGLI.JK,Pembangunan Graha Lestari Inda,PGLI;PGLI.JK;Pembangunan Graha Lestari Inda,Indonesia,,PGLI,Pengembangan,488000000,05 Apr 2000
PICO.JK,Pelangi Indah Canindo Tbk,PICO;PICO.JK;Pelangi Indah Canindo Tbk;Pelangi Indah Canindo,Indonesia,,PICO,Pengembangan,568375000,23 Sep 1996
PJAA.JK,Pembangunan Jaya Ancol Tbk.,PJAA;PJAA.JK;Pembangunan Jaya Ancol Tbk.;Pembangunan Jaya Ancol,Indonesia,,PJAA,Pengembangan,1599999996,02 Jul 2004
PKPK.JK,Paragon Karya Perkasa Tbk.,PKPK;PKPK.JK;Paragon Karya Perkasa Tbk.;Paragon Karya Perkasa,Indonesia,,PKPK,Pengembangan,1200000000,11 Jul 2007
PLAS.JK,Polaris Investama Tbk,PLAS;PLAS.JK;Polaris Investama Tbk;Polaris Investama,Indonesia,,PLAS,Pemantauan Khusus,1184200000,16 Mar 2001
PLIN.JK,Plaza Indonesia Realty Tbk.,PLIN;PLIN.JK;Plaza Indonesia Realty Tbk.;Plaza Indonesia Realty,Indonesia,,PLIN,Pemantauan Khusus,3550000000,15 Jun 1992
PNBN.JK,Bank Pan Indonesia Tbk,PNBN;PNBN.JK;Bank Pan Indonesia Tbk;Bank Pan Indonesia,Indonesia,,PNBN,Utama,23837645998,29 Des 1982
PNBS.JK,Bank Panin Dubai Syariah Tbk.,PNBS;PNBS.JK;Bank Panin Dubai Syariah Tbk.;Bank Panin Dubai Syariah,Indonesia,,PNBS,Pengembangan,38425504906,15 Jan 2014
PNIN.JK,Paninvest Tbk.,PNIN;PNIN.JK;Paninvest Tbk.;Paninvest,Indonesia,,PNIN,Utama,4068323920,20 Sep 1983
PNLF.JK,Panin Financial Tbk.,PNLF;PNLF.JK;Panin Financial Tbk.;Panin Financial,Indonesia,,PNLF,Utama,32022073293,14 Jun 1983
PSAB.JK,J Resources Asia Pasifik Tbk.,PSAB;PSAB.JK;J Resources Asia Pasifik Tbk.;J Resources Asia Pasifik,Indonesia,,PSAB,Pengembangan,26460000000,22 Apr 2003
PSDN.JK,Prasidha Aneka Niaga Tbk,PSDN;PSDN.JK;Prasidha Aneka Niaga Tbk;Prasidha Aneka Niaga,Indonesia,,PSDN,Pengembangan,1440000000,18 Okt 1994
PSKT.JK,Red Planet Indonesia Tbk.,PSKT;PSKT.JK;Red Planet Indonesia Tbk.;Red Planet Indonesia,Indonesia,,PSKT,Pengembangan,10351231636,19 Sep 1995
PTBA.JK,Bukit Asam (Persero) Tbk.,PTBA;PTBA.JK;Bukit Asam (Persero) Tbk.;Bukit Asam (),Indonesia,,PTBA,Utama,11520659250,23 Des 2002
PTIS.JK,Indo Straits Tbk.,PTIS;PTIS.JK;Indo Straits Tbk.;Indo Straits,Indonesia,,PTIS,Pengembangan,550165300,12 Jul 2011
PTPP.JK,PP (Persero) Tbk.,PTPP;PTPP.JK;PP (Persero) Tbk.;PP (),Indonesia,,PTPP,Utama,6199897354,09 Feb 2010
PTRO.JK,Petrosea Tbk.,PTRO;PTRO.JK;Petrosea Tbk.;Petrosea,Indonesia,,PTRO,Utama,10086050000,21 Mei 1990
PTSN.JK,Sat Nusapersada Tbk,PTSN;PTSN.JK;Sat Nusapersada Tbk;Sat Nusapersada,Indonesia,,PTSN,Pengembangan,5314344000,08 Nov 2007
PTSP.JK,Pioneerindo Gourmet Internatio,PTSP;PTSP.JK;Pioneerindo Gourmet Internatio,Indonesia,,PTSP,Pengembangan,220808000,30 Mei 1994
PUDP.JK,Pudjiadi Prestige Tbk.,PUDP;PUDP.JK;Pudjiadi Prestige Tbk.;Pudjiadi Prestige,Indonesia,,PUDP,Pengembangan,659120000,18 Nov 1994
PWON.JK,Pakuwon Jati Tbk.,PWON;PWON.JK;Pakuwon Jati Tbk.;Pakuwon Jati,Indonesia,,PWON,Utama,48159602400,09 Okt 1989
PYFA.JK,Pyridam Farma Tbk,PYFA;PYFA.JK;Pyridam Farma Tbk;Pyridam Farma,Indonesia,,PYFA,Pengembangan,11236715320,16 Okt 2001
RAJA.JK,Rukun Raharja Tbk.,RAJA;RAJA.JK;Rukun Raharja Tbk.;Rukun Raharja,Indonesia,,RAJA,Utama,4227082500,19 Apr 2006
RALS.JK,Ramayana Lestari Sentosa Tbk.,RALS;RALS.JK;Ramayana Lestari Sentosa Tbk.;Ramayana Lestari Sentosa,Indonesia,,RALS,Utama,7096000000,24 Jul 1996
RANC.JK,Supra Boga Lestari Tbk.,RANC;RANC.JK;Supra Boga Lestari Tbk.;Supra Boga Lestari,Indonesia,,RANC,Pengembangan,1564487500,07 Jun 2012
RBMS.JK,Ristia Bintang Mahkotasejati T,RBMS;RBMS.JK;Ristia Bintang Mahkotasejati T,Indonesia,,RBMS,Pengembangan,2656212826,19 Des 1997
RDTX.JK,Roda Vivatex Tbk,RDTX;RDTX.JK;Roda Vivatex Tbk;Roda Vivatex,Indonesia,,RDTX,Pengembangan,268800000,14 Mei 1990
RELI.JK,Reliance Sekuritas Indonesia T,RELI;RELI.JK;Reliance Sekuritas Indonesia T,Indonesia,,RELI,Pengembangan,1800000000,13 Jul 2005
RICY.JK,Ricky Putra Globalindo Tbk,RICY;RICY.JK;Ricky Putra Globalindo Tbk;Ricky Putra Globalindo,Indonesia,,RICY,Pengembangan,641717510,22 Jan 1998
RIGS.JK,Rig Tenders Indonesia Tbk.,RIGS;RIGS.JK;Rig Tenders Indonesia Tbk.;Rig Tenders Indonesia,Indonesia,,RIGS,Pengembangan,609130000,05 Mar 1990
RIMO.JK,Rimo International Lestari Tbk,RIMO;RIMO.JK;Rimo International Lestari Tbk;Rimo International Lestari,Indonesia,,RIMO,Pemantauan Khusus,45080600000,10 Nov 2000
RODA.JK,Pikko Land Development Tbk.,RODA;RODA.JK;Pikko Land Development Tbk.;Pikko Land Development,Indonesia,,RODA,Pengembangan,13592128209,22 Okt 2001
ROTI.JK,Nippon Indosari Corpindo Tbk.,ROTI;ROTI.JK;Nippon Indosari Corpindo Tbk.;Nippon Indosari Corpindo,Indonesia,,ROTI,Pengembangan,6186488888,28 Jun 2010
RUIS.JK,Radiant Utama Interinsco Tbk.,RUIS;RUIS.JK;Radiant Utama Interinsco Tbk.;Radiant Utama Interinsco,Indonesia,,RUIS,Pengembangan,770000000,12 Jul 2006
SAFE.JK,Steady Safe Tbk,SAFE;SAFE.JK;Steady Safe Tbk;Steady Safe,Indonesia,,SAFE,Pengembangan,821207512,15 Agt 1994
SAME.JK,Sarana Meditama Metropolitan T,SAME;SAME.JK;Sarana Meditama Metropolitan T,Indonesia,,SAME,Utama,17164632545,11 Jan 2013
SCCO.JK,Supreme Cable Manufacturing &,SCCO;SCCO.JK;Supreme Cable Manufacturing &,Indonesia,,SCCO,Pengembangan,822333600,20 Jul 1982
SCMA.JK,Surya Citra Media Tbk.,SCMA;SCMA.JK;Surya Citra Media Tbk.;Surya Citra Media,Indonesia,,SCMA,Utama,73970569505,16 Jul 2002
SCPI.JK,Organon Pharma Indonesia Tbk.,SCPI;SCPI.JK;Organon Pharma Indonesia Tbk.;Organon Pharma Indonesia,Indonesia,,SCPI,Pemantauan Khusus,3600000,08 Jun 1990
SDMU.JK,Sidomulyo Selaras Tbk.,SDMU;SDMU.JK;Sidomulyo Selaras Tbk.;Sidomulyo Selaras,Indonesia,,SDMU,Pengembangan,2250691100,12 Jul 2011
SDPC.JK,Millennium Pharmacon Internati,SDPC;SDPC.JK;Millennium Pharmacon Internati,Indonesia,,SDPC,Pengembangan,1274000000,07 Mei 1990
SDRA.JK,Bank Woori Saudara Indonesia 1,SDRA;SDRA.JK;Bank Woori Saudara Indonesia 1,Indonesia,,SDRA,Pengembangan,14545267990,15 Des 2006
SGRO.JK,Prime Agri Resources Tbk.,SGRO;SGRO.JK;Prime Agri Resources Tbk.;Prime Agri Resources,Indonesia,,SGRO,Utama,1818622000,18 Jun 2007
SHID.JK,Hotel Sahid Jaya International,SHID;SHID.JK;Hotel Sahid Jaya International,Indonesia,,SHID,Pengembangan,1119326168,08 Mei 1990
SIDO.JK,Industri Jamu dan Farmasi Sido,SIDO;SIDO.JK;Industri Jamu dan Farmasi Sido,Indonesia,,SIDO,Utama,30000000000,18 Des 2013
SILO.JK,Siloam International Hospitals,SILO;SILO.JK;Siloam International Hospitals,Indonesia,,SILO,Utama,13006125000,12 Sep 2013
SIMA.JK,Siwani Makmur Tbk,SIMA;SIMA.JK;Siwani Makmur Tbk;Siwani Makmur,Indonesia,,SIMA,Pemantauan Khusus,442589871,03 Jun 1994
SIMP.JK,Salim Ivomas Pratama Tbk.,SIMP;SIMP.JK;Salim Ivomas Pratama Tbk.;Salim Ivomas Pratama,Indonesia,,SIMP,Utama,15501310000,09 Jun 2011
SIPD.JK,Sreeya Sewu Indonesia Tbk.,SIPD;SIPD.JK;Sreeya Sewu Indonesia Tbk.;Sreeya Sewu Indonesia,Indonesia,,SIPD,Pengembangan,1839102056,27 Des 1996
SKBM.JK,Sekar Bumi Tbk.,SKBM;SKBM.JK;Sekar Bumi Tbk.;Sekar Bumi,Indonesia,,SKBM,Pengembangan,1730103217,28 Sep 2012
SKLT.JK,Sekar Laut Tbk.,SKLT;SKLT.JK;Sekar Laut Tbk.;Sekar Laut,Indonesia,,SKLT,Pengembangan,6907405000,08 Sep 1993
SKYB.JK,Northcliff Citranusa Indonesia,SKYB;SKYB.JK;Northcliff Citranusa Indonesia,Indonesia,,SKYB,Pemantauan Khusus,585000000,07 Jul 2010
SMAR.JK,Sinar Mas Agro Resources and T,SMAR;SMAR.JK;Sinar Mas Agro Resources and T,Indonesia,,SMAR,Utama,2872193366,20 Nov 1992
SMBR.JK,Semen Baturaja (Persero) Tbk.,SMBR;SMBR.JK;Semen Baturaja (Persero) Tbk.;Semen Baturaja (),Indonesia,,SMBR,Utama,9932534336,28 Jun 2013
SMCB.JK,Solusi Bangun Indonesia Tbk.,SMCB;SMCB.JK;Solusi Bangun Indonesia Tbk.;Solusi Bangun Indonesia,Indonesia,,SMCB,Pemantauan Khusus,9019381973,10 Agt 1977
SMDM.JK,Suryamas Dutamakmur Tbk.,SMDM;SMDM.JK;Suryamas Dutamakmur Tbk.;Suryamas Dutamakmur,Indonesia,,SMDM,Pengembangan,4772138237,12 Okt 1995
SMDR.JK,Samudera Indonesia Tbk.,SMDR;SMDR.JK;Samudera Indonesia Tbk.;Samudera Indonesia,Indonesia,,SMDR,Utama,16375600000,05 Jul 1999
SMGR.JK,Semen Indonesia (Persero) Tbk.,SMGR;SMGR.JK;Semen Indonesia (Persero) Tbk.;Semen Indonesia (),Indonesia,,SMGR,Utama,6751540089,08 Jul 1991
SMMA.JK,Sinarmas Multiartha Tbk.,SMMA;SMMA.JK;Sinarmas Multiartha Tbk.;Sinarmas Multiartha,Indonesia,,SMMA,Pengembangan,6367664717,05 Jul 1995
SMMT.JK,Golden Eagle Energy Tbk.,SMMT;SMMT.JK;Golden Eagle Energy Tbk.;Golden Eagle Energy,Indonesia,,SMMT,Pengembangan,3425000000,01 Des 1997
SMRA.JK,Summarecon Agung Tbk.,SMRA;SMRA.JK;Summarecon Agung Tbk.;Summarecon Agung,Indonesia,,SMRA,Utama,16508568358,07 Mei 1990
SMRU.JK,SMR Utama Tbk.,SMRU;SMRU.JK;SMR Utama Tbk.;SMR Utama,Indonesia,,SMRU,Pemantauan Khusus,12499385782,10 Okt 2011
SMSM.JK,Selamat Sempurna Tbk.,SMSM;SMSM.JK;Selamat Sempurna Tbk.;Selamat Sempurna,Indonesia,,SMSM,Utama,5758675440,09 Sep 1996
SOCI.JK,Soechi Lines Tbk.,SOCI;SOCI.JK;Soechi Lines Tbk.;Soechi Lines,Indonesia,,SOCI,Pengembangan,7059000000,03 Des 2014
SONA.JK,Sona Topas Tourism Industry Tb,SONA;SONA.JK;Sona Topas Tourism Industry Tb,Indonesia,,SONA,Pengembangan,662400000,21 Jul 1992
SPMA.JK,Suparma Tbk.,SPMA;SPMA.JK;Suparma Tbk.;Suparma,Indonesia,,SPMA,Pengembangan,4100317438,16 Nov 1994
SQMI.JK,Wilton Makmur Indonesia Tbk.,SQMI;SQMI.JK;Wilton Makmur Indonesia Tbk.;Wilton Makmur Indonesia,Indonesia,,SQMI,Pemantauan Khusus,15537591429,15 Jul 2004
SRAJ.JK,Sejahteraraya Anugrahjaya Tbk.,SRAJ;SRAJ.JK;Sejahteraraya Anugrahjaya Tbk.;Sejahteraraya Anugrahjaya,Indonesia,,SRAJ,Pengembangan,12238959990,11 Apr 2011
SRIL.JK,Sri Rejeki Isman Tbk.,SRIL;SRIL.JK;Sri Rejeki Isman Tbk.;Sri Rejeki Isman,Indonesia,,SRIL,Pemantauan Khusus,20452176844,17 Jun 2013
SRSN.JK,Indo Acidatama Tbk,SRSN;SRSN.JK;Indo Acidatama Tbk;Indo Acidatama,Indonesia,,SRSN,Pengembangan,6020000000,11 Jan 1993
SRTG.JK,Saratoga Investama Sedaya Tbk.,SRTG;SRTG.JK;Saratoga Investama Sedaya Tbk.;Saratoga Investama Sedaya,Indonesia,,SRTG,Utama,13564835000,26 Jun 2013
SSIA.JK,Surya Semesta Internusa Tbk.,SSIA;SSIA.JK;Surya Semesta Internusa Tbk.;Surya Semesta Internusa,Indonesia,,SSIA,Utama,4705249440,27 Mar 1997
SSMS.JK,Sawit Sumbermas Sarana Tbk.,SSMS;SSMS.JK;Sawit Sumbermas Sarana Tbk.;Sawit Sumbermas Sarana,Indonesia,,SSMS,Utama,9525000000,12 Des 2013
SSTM.JK,Sunson Textile Manufacture Tbk,SSTM;SSTM.JK;Sunson Textile Manufacture Tbk;Sunson Textile Manufacture,Indonesia,,SSTM,Pengembangan,1170909181,20 Agt 1997
STAR.JK,Calculus Global Ventures Tbk.,STAR;STAR.JK;Calculus Global Ventures Tbk.;Calculus Global Ventures,Indonesia,,STAR,Pengembangan,4800000602,13 Jul 2011
STTP.JK,Siantar Top Tbk.,STTP;STTP.JK;Siantar Top Tbk.;Siantar Top,Indonesia,,STTP,Pengembangan,1310000000,16 Des 1996
SUGI.JK,Sugih Energy Tbk.,SUGI;SUGI.JK;Sugih Energy Tbk.;Sugih Energy,Indonesia,,SUGI,Pemantauan Khusus,24811541414,19 Jun 2002
SULI.JK,SLJ Global Tbk.,SULI;SULI.JK;SLJ Global Tbk.;SLJ Global,Indonesia,,SULI,Pengembangan,6320776836,21 Mar 1994
SUPR.JK,Solusi Tunas Pratama Tbk.,SUPR;SUPR.JK;Solusi Tunas Pratama Tbk.;Solusi Tunas Pratama,Indonesia,,SUPR,Pemantauan Khusus,1137579698,11 Okt 2011
TALF.JK,Tunas Alfin Tbk.,TALF;TALF.JK;Tunas Alfin Tbk.;Tunas Alfin,Indonesia,,TALF,Pengembangan,1353435000,17 Jan 2014
TARA.JK,Agung Semesta Sejahtera Tbk.,TARA;TARA.JK;Agung Semesta Sejahtera Tbk.;Agung Semesta Sejahtera,Indonesia,,TARA,Pemantauan Khusus,10069645750,11 Jul 2014
TAXI.JK,Express Transindo Utama Tbk.,TAXI;TAXI.JK;Express Transindo Utama Tbk.;Express Transindo Utama,Indonesia,,TAXI,Pemantauan Khusus,10223647156,02 Nov 2012
TBIG.JK,Tower Bersama Infrastructure T,TBIG;TBIG.JK;Tower Bersama Infrastructure T,Indonesia,,TBIG,Utama,22656999445,26 Okt 2010
TBLA.JK,Tunas Baru Lampung Tbk.,TBLA;TBLA.JK;Tunas Baru Lampung Tbk.;Tunas Baru Lampung,Indonesia,,TBLA,Utama,6025373372,14 Feb 2000
TBMS.JK,Tembaga Mulia Semanan Tbk.,TBMS;TBMS.JK;Tembaga Mulia Semanan Tbk.;Tembaga Mulia Semanan,Indonesia,,TBMS,Pengembangan,734680000,23 Mei 1990
TCID.JK,Mandom Indonesia Tbk.,TCID;TCID.JK;Mandom Indonesia Tbk.;Mandom Indonesia,Indonesia,,TCID,Pengembangan,402133334,30 Sep 1993
TELE.JK,Omni Inovasi Indonesia Tbk.,TELE;TELE.JK;Omni Inovasi Indonesia Tbk.;Omni Inovasi Indonesia,Indonesia,,TELE,Pemantauan Khusus,7310929389,12 Jan 2012
TFCO.JK,Tifico Fiber Indonesia Tbk.,TFCO;TFCO.JK;Tifico Fiber Indonesia Tbk.;Tifico Fiber Indonesia,Indonesia,,TFCO,Pemantauan Khusus,4823076400,26 Feb 1980
TGKA.JK,Tigaraksa Satria Tbk.,TGKA;TGKA.JK;Tigaraksa Satria Tbk.;Tigaraksa Satria,Indonesia,,TGKA,Pengembangan,918492750,11 Jun 1990
TIFA.JK,KDB Tifa Finance Tbk.,TIFA;TIFA.JK;KDB Tifa Finance Tbk.;KDB Tifa Finance,Indonesia,,TIFA,Pengembangan,3552213000,08 Jul 2011
TINS.JK,Timah Tbk.,TINS;TINS.JK;Timah Tbk.;Timah,Indonesia,,TINS,Utama,7447753454,19 Okt 1995
TIRA.JK,Tira Austenite Tbk,TIRA;TIRA.JK;Tira Austenite Tbk;Tira Austenite,Indonesia,,TIRA,Pengembangan,588000000,27 Jul 1993
TIRT.JK,Tirta Mahakam Resources Tbk,TIRT;TIRT.JK;Tirta Mahakam Resources Tbk;Tirta Mahakam Resources,Indonesia,,TIRT,Pemantauan Khusus,1011774750,13 Des 1999
TKIM.JK,Pabrik Kertas Tjiwi Kimia Tbk.,TKIM;TKIM.JK;Pabrik Kertas Tjiwi Kimia Tbk.;Pabrik Kertas Tjiwi Kimia,Indonesia,,TKIM,Utama,3113223570,03 Apr 1990
TLKM.JK,Telkom Indonesia (Persero) Tbk,TLKM;TLKM.JK;Telkom Indonesia (Persero) Tbk;Telkom Indonesia (),Indonesia,,TLKM,Utama,99062216600,14 Nov 1995
TMAS.JK,Temas Tbk.,TMAS;TMAS.JK;Temas Tbk.;Temas,Indonesia,,TMAS,Utama,57051500000,09 Jul 2003
TMPO.JK,Tempo Intimedia Tbk.,TMPO;TMPO.JK;Tempo Intimedia Tbk.;Tempo Intimedia,Indonesia,,TMPO,Pengembangan,1058333250,08 Jan 2001
TOBA.JK,TBS Energi Utama Tbk.,TOBA;TOBA.JK;TBS Energi Utama Tbk.;TBS Energi Utama,Indonesia,,TOBA,Utama,8319512975,06 Jul 2012
TOTL.JK,Total Bangun Persada Tbk.,TOTL;TOTL.JK;Total Bangun Persada Tbk.;Total Bangun Persada,Indonesia,,TOTL,Utama,3410000000,25 Jul 2006
