ticker,company,aliases,country,sector,idx_code,idx_board,listed_shares,listing_date_raw
DGIK.JK,Nusa Konstruksi Enjiniring Tbk,DGIK;DGIK.JK;Nusa Konstruksi Enjiniring Tbk;Nusa Konstruksi Enjiniring,Indonesia,,DGIK,Pengembangan,5541165000,19 Des 2007
DILD.JK,Intiland Development Tbk.,DILD;DILD.JK;Intiland Development Tbk.;Intiland Development,Indonesia,,DILD,Utama,10365854185,04 Sep 1991
DKFT.JK,Central Omega Resources Tbk.,DKFT;DKFT.JK;Central Omega Resources Tbk.;Central Omega Resources,Indonesia,,DKFT,Utama,5638246600,21 Nov 1997
DLTA.JK,Delta Djakarta Tbk.,DLTA;DLTA.JK;Delta Djakarta Tbk.;Delta Djakarta,Indonesia,,DLTA,Utama,800659050,27 Feb 1984
DMAS.JK,Puradelta Lestari Tbk.,DMAS;DMAS.JK;Puradelta Lestari Tbk.;Puradelta Lestari,Indonesia,,DMAS,Utama,48198111100,29 Mei 2015
DNAR.JK,Bank Oke Indonesia Tbk.,DNAR;DNAR.JK;Bank Oke Indonesia Tbk.;Bank Oke Indonesia,Indonesia,,DNAR,Pengembangan,16721891185,11 Jul 2014
DNET.JK,Indoritel Makmur Internasional,DNET;DNET.JK;Indoritel Makmur Internasional,Indonesia,,DNET,Utama,14184000000,11 Des 2000
DOID.JK,BUMA Internasional Grup Tbk.,DOID;DOID.JK;BUMA Internasional Grup Tbk.;BUMA Internasional Grup,Indonesia,,DOID,Pengembangan,7651007132,15 Jun 2001
DPNS.JK,Duta Pertiwi Nusantara Tbk.,DPNS;DPNS.JK;Duta Pertiwi Nusantara Tbk.;Duta Pertiwi Nusantara,Indonesia,,DPNS,Pengembangan,331129952,08 Agt 1990
DSFI.JK,Dharma Samudera Fishing Indust,DSFI;DSFI.JK;Dharma Samudera Fishing Indust,Indonesia,,DSFI,Pengembangan,1857135500,24 Mar 2000
DSNG.JK,Dharma Satya Nusantara Tbk.,DSNG;DSNG.JK;Dharma Satya Nusantara Tbk.;Dharma Satya Nusantara,Indonesia,,DSNG,Utama,10599842400,14 Jun 2013
DSSA.JK,Dian Swastatika Sentosa Tbk,DSSA;DSSA.JK;Dian Swastatika Sentosa Tbk;Dian Swastatika Sentosa,Indonesia,,DSSA,Utama,192638080000,10 Des 2009
DUTI.JK,Duta Pertiwi Tbk,DUTI;DUTI.JK;Duta Pertiwi Tbk;Duta Pertiwi,Indonesia,,DUTI,Pemantauan Khusus,1850000000,02 Nov 1994
DVLA.JK,Darya-Varia Laboratoria Tbk.,DVLA;DVLA.JK;Darya-Varia Laboratoria Tbk.;Darya-Varia Laboratoria,Indonesia,,DVLA,Pengembangan,1120000000,11 Nov 1994
DYAN.JK,Dyandra Media International Tb,DYAN;DYAN.JK;Dyandra Media International Tb,Indonesia,,DYAN,Pengembangan,4272964279,25 Mar 2013
ECII.JK,Electronic City Indonesia Tbk.,ECII;ECII.JK;Electronic City Indonesia Tbk.;Electronic City Indonesia,Indonesia,,ECII,Pengembangan,1334333000,03 Jul 2013
EKAD.JK,Ekadharma International Tbk.,EKAD;EKAD.JK;Ekadharma International Tbk.;Ekadharma International,Indonesia,,EKAD,Pengembangan,3493875000,14 Agt 1990
ELSA.JK,Elnusa Tbk.,ELSA;ELSA.JK;Elnusa Tbk.;Elnusa,Indonesia,,ELSA,Utama,7298500000,06 Feb 2008
ELTY.JK,Bakrieland Development Tbk.,ELTY;ELTY.JK;Bakrieland Development Tbk.;Bakrieland Development,Indonesia,,ELTY,Pemantauan Khusus,43521913019,30 Okt 1995
EMDE.JK,Megapolitan Developments Tbk.,EMDE;EMDE.JK;Megapolitan Developments Tbk.;Megapolitan Developments,Indonesia,,EMDE,Pengembangan,3350000000,12 Jan 2011
EMTK.JK,Elang Mahkota Teknologi Tbk.,EMTK;EMTK.JK;Elang Mahkota Teknologi Tbk.;Elang Mahkota Teknologi,Indonesia,,EMTK,Utama,61426451483,12 Jan 2010
ENRG.JK,Energi Mega Persada Tbk.,ENRG;ENRG.JK;Energi Mega Persada Tbk.;Energi Mega Persada,Indonesia,,ENRG,Utama,26346230250,07 Jun 2004
EPMT.JK,Enseval Putera Megatrading Tbk,EPMT;EPMT.JK;Enseval Putera Megatrading Tbk;Enseval Putera Megatrading,Indonesia,,EPMT,Utama,2708640000,01 Agt 1994
ERAA.JK,Erajaya Swasembada Tbk.,ERAA;ERAA.JK;Erajaya Swasembada Tbk.;Erajaya Swasembada,Indonesia,,ERAA,Utama,15950000000,14 Des 2011
ERTX.JK,Eratex Djaja Tbk.,ERTX;ERTX.JK;Eratex Djaja Tbk.;Eratex Djaja,Indonesia,,ERTX,Pengembangan,1286539792,21 Agt 1990
ESSA.JK,ESSA Industries Indonesia Tbk.,ESSA;ESSA.JK;ESSA Industries Indonesia Tbk.;ESSA Industries Indonesia,Indonesia,,ESSA,Utama,17226975700,01 Feb 2012
ESTI.JK,Ever Shine Tex Tbk.,ESTI;ESTI.JK;Ever Shine Tex Tbk.;Ever Shine Tex,Indonesia,,ESTI,Pengembangan,2015208720,13 Okt 1992
ETWA.JK,Eterindo Wahanatama Tbk,ETWA;ETWA.JK;Eterindo Wahanatama Tbk;Eterindo Wahanatama,Indonesia,,ETWA,Pemantauan Khusus,4668671400,16 Mei 1997
EXCL.JK,XLSMART Telecom Sejahtera Tbk.,EXCL;EXCL.JK;XLSMART Telecom Sejahtera Tbk.;XLSMART Telecom Sejahtera,Indonesia,,EXCL,Utama,18199862451,29 Sep 2005
FAST.JK,Fast Food Indonesia Tbk.,FAST;FAST.JK;Fast Food Indonesia Tbk.;Fast Food Indonesia,Indonesia,,FAST,Pengembangan,4523610492,11 Mei 1993
FASW.JK,Fajar Surya Wisesa Tbk.,FASW;FASW.JK;Fajar Surya Wisesa Tbk.;Fajar Surya Wisesa,Indonesia,,FASW,Pemantauan Khusus,3221255423,19 Des 1994
FISH.JK,FKS Multi Agro Tbk.,FISH;FISH.JK;FKS Multi Agro Tbk.;FKS Multi Agro,Indonesia,,FISH,Utama,4800000000,18 Jan 2002
FMII.JK,Fortune Mate Indonesia Tbk,FMII;FMII.JK;Fortune Mate Indonesia Tbk;Fortune Mate Indonesia,Indonesia,,FMII,Pengembangan,6400000000,30 Jun 2000
FORU.JK,Fortune Indonesia Tbk,FORU;FORU.JK;Fortune Indonesia Tbk;Fortune Indonesia,Indonesia,,FORU,Pengembangan,465224000,17 Jan 2002
FPNI.JK,Lotte Chemical Titan Tbk.,FPNI;FPNI.JK;Lotte Chemical Titan Tbk.;Lotte Chemical Titan,Indonesia,,FPNI,Pengembangan,5566414000,21 Mar 2002
GAMA.JK,Aksara Global Development Tbk.,GAMA;GAMA.JK;Aksara Global Development Tbk.;Aksara Global Development,Indonesia,,GAMA,Pemantauan Khusus,10011027656,11 Jul 2012
GDST.JK,Gunawan Dianjaya Steel Tbk.,GDST;GDST.JK;Gunawan Dianjaya Steel Tbk.;Gunawan Dianjaya Steel,Indonesia,,GDST,Pengembangan,9242500000,23 Des 2009
GDYR.JK,Goodyear Indonesia Tbk.,GDYR;GDYR.JK;Goodyear Indonesia Tbk.;Goodyear Indonesia,Indonesia,,GDYR,Pengembangan,410000000,22 Des 1980
GEMA.JK,Gema Grahasarana Tbk.,GEMA;GEMA.JK;Gema Grahasarana Tbk.;Gema Grahasarana,Indonesia,,GEMA,Pengembangan,1600000000,12 Agt 2002
GEMS.JK,Golden Energy Mines Tbk.,GEMS;GEMS.JK;Golden Energy Mines Tbk.;Golden Energy Mines,Indonesia,,GEMS,Utama,5882353000,17 Nov 2011
GGRM.JK,Gudang Garam Tbk.,GGRM;GGRM.JK;Gudang Garam Tbk.;Gudang Garam,Indonesia,,GGRM,Utama,1924088000,27 Agt 1990
GIAA.JK,Garuda Indonesia (Persero) Tbk,GIAA;GIAA.JK;Garuda Indonesia (Persero) Tbk;Garuda Indonesia (),Indonesia,,GIAA,Pengembangan,407091703837,11 Feb 2011
GJTL.JK,Gajah Tunggal Tbk.,GJTL;GJTL.JK;Gajah Tunggal Tbk.;Gajah Tunggal,Indonesia,,GJTL,Utama,3484800000,08 Mei 1990
GLOB.JK,Globe Kita Terang Tbk.,GLOB;GLOB.JK;Globe Kita Terang Tbk.;Globe Kita Terang,Indonesia,,GLOB,Pemantauan Khusus,1111112000,10 Jul 2012
GMTD.JK,Gowa Makassar Tourism Developm,GMTD;GMTD.JK;Gowa Makassar Tourism Developm,Indonesia,,GMTD,Pengembangan,1015380000,11 Des 2000
GOLD.JK,Visi Telekomunikasi Infrastruk,GOLD;GOLD.JK;Visi Telekomunikasi Infrastruk,Indonesia,,GOLD,Pengembangan,1277276000,07 Jul 2010
GOLL.JK,Golden Plantation Tbk.,GOLL;GOLL.JK;Golden Plantation Tbk.;Golden Plantation,Indonesia,,GOLL,Pemantauan Khusus,3665000759,23 Des 2014
GPRA.JK,Perdana Gapuraprima Tbk.,GPRA;GPRA.JK;Perdana Gapuraprima Tbk.;Perdana Gapuraprima,Indonesia,,GPRA,Pengembangan,4276655336,10 Okt 2007
GSMF.JK,Equity Development Investment,GSMF;GSMF.JK;Equity Development Investment,Indonesia,,GSMF,Pengembangan,14230399705,23 Okt 1989
GTBO.JK,Garda Tujuh Buana Tbk,GTBO;GTBO.JK;Garda Tujuh Buana Tbk;Garda Tujuh Buana,Indonesia,,GTBO,Pengembangan,2500000000,09 Jul 2009
GWSA.JK,Greenwood Sejahtera Tbk.,GWSA;GWSA.JK;Greenwood Sejahtera Tbk.;Greenwood Sejahtera,Indonesia,,GWSA,Pengembangan,7800760000,23 Des 2011
GZCO.JK,Gozco Plantations Tbk.,GZCO;GZCO.JK;Gozco Plantations Tbk.;Gozco Plantations,Indonesia,,GZCO,Utama,6000000000,15 Mei 2008
HADE.JK,Himalaya Energi Perkasa Tbk.,HADE;HADE.JK;Himalaya Energi Perkasa Tbk.;Himalaya Energi Perkasa,Indonesia,,HADE,Pemantauan Khusus,2120000000,12 Apr 2004
HDFA.JK,Radana Bhaskara Finance Tbk.,HDFA;HDFA.JK;Radana Bhaskara Finance Tbk.;Radana Bhaskara Finance,Indonesia,,HDFA,Pengembangan,6542445783,10 Mei 2011
HERO.JK,DFI Retail Nusantara Tbk.,HERO;HERO.JK;DFI Retail Nusantara Tbk.;DFI Retail Nusantara,Indonesia,,HERO,Utama,4183634000,21 Agt 1989
HEXA.JK,Hexindo Adiperkasa Tbk.,HEXA;HEXA.JK;Hexindo Adiperkasa Tbk.;Hexindo Adiperkasa,Indonesia,,HEXA,Utama,840000000,13 Feb 1995
HITS.JK,Humpuss Intermoda Transportasi,HITS;HITS.JK;Humpuss Intermoda Transportasi,Indonesia,,HITS,Pemantauan Khusus,7101084801,15 Des 1997
HMSP.JK,H.M. Sampoerna Tbk.,HMSP;HMSP.JK;H.M. Sampoerna Tbk.;H.M. Sampoerna,Indonesia,,HMSP,Utama,116318076900,15 Agt 1990
HOME.JK,Hotel Mandarine Regency Tbk.,HOME;HOME.JK;Hotel Mandarine Regency Tbk.;Hotel Mandarine Regency,Indonesia,,HOME,Pemantauan Khusus,22212194782,17 Jul 2008
HOTL.JK,Saraswati Griya Lestari Tbk.,HOTL;HOTL.JK;Saraswati Griya Lestari Tbk.;Saraswati Griya Lestari,Indonesia,,HOTL,Pemantauan Khusus,3550001452,10 Jan 2013
HRUM.JK,Harum Energy Tbk.,HRUM;HRUM.JK;Harum Energy Tbk.;Harum Energy,Indonesia,,HRUM,Utama,13518100000,06 Okt 2010
IATA.JK,MNC Energy Investments Tbk.,IATA;IATA.JK;MNC Energy Investments Tbk.;MNC Energy Investments,Indonesia,,IATA,Pengembangan,31275829981,13 Sep 2006
IBFN.JK,Intan Baru Prana Tbk.,IBFN;IBFN.JK;Intan Baru Prana Tbk.;Intan Baru Prana,Indonesia,,IBFN,Pemantauan Khusus,1517332349,22 Des 2014
IBST.JK,Inti Bangun Sejahtera Tbk.,IBST;IBST.JK;Inti Bangun Sejahtera Tbk.;Inti Bangun Sejahtera,Indonesia,,IBST,Pemantauan Khusus,1350904927,31 Agt 2012
ICBP.JK,Indofood CBP Sukses Makmur Tbk,ICBP;ICBP.JK;Indofood CBP Sukses Makmur Tbk;Indofood CBP Sukses Makmur,Indonesia,,ICBP,Utama,11661908000,07 Okt 2010
ICON.JK,Island Concepts Indonesia Tbk.,ICON;ICON.JK;Island Concepts Indonesia Tbk.;Island Concepts Indonesia,Indonesia,,ICON,Pengembangan,1089750000,08 Jul 2005
IGAR.JK,Champion Pacific Indonesia Tbk,IGAR;IGAR.JK;Champion Pacific Indonesia Tbk;Champion Pacific Indonesia,Indonesia,,IGAR,Pengembangan,927780600,05 Nov 1990
IIKP.JK,Inti Agri Resources Tbk,IIKP;IIKP.JK;Inti Agri Resources Tbk;Inti Agri Resources,Indonesia,,IIKP,Pemantauan Khusus,33600000000,14 Okt 2002
IKAI.JK,Intikeramik Alamasri Industri,IKAI;IKAI.JK;Intikeramik Alamasri Industri,Indonesia,,IKAI,Pemantauan Khusus,13305799387,04 Jun 1997
IKBI.JK,Sumi Indo Kabel Tbk.,IKBI;IKBI.JK;Sumi Indo Kabel Tbk.;Sumi Indo Kabel,Indonesia,,IKBI,Pengembangan,1224000000,21 Jan 1991
IMAS.JK,Indomobil Sukses Internasional,IMAS;IMAS.JK;Indomobil Sukses Internasional,Indonesia,,IMAS,Utama,3994291039,15 Nov 1993
IMJS.JK,Indomobil Multi Jasa Tbk.,IMJS;IMJS.JK;Indomobil Multi Jasa Tbk.;Indomobil Multi Jasa,Indonesia,,IMJS,Pengembangan,10849262500,10 Des 2013
IMPC.JK,Impack Pratama Industri Tbk.,IMPC;IMPC.JK;Impack Pratama Industri Tbk.;Impack Pratama Industri,Indonesia,,IMPC,Utama,54907000000,17 Des 2014
INAF.JK,Indofarma Tbk.,INAF;INAF.JK;Indofarma Tbk.;Indofarma,Indonesia,,INAF,Pemantauan Khusus,3099267500,17 Apr 2001
INAI.JK,Indal Aluminium Industry Tbk.,INAI;INAI.JK;Indal Aluminium Industry Tbk.;Indal Aluminium Industry,Indonesia,,INAI,Pengembangan,633600000,05 Des 1994
INCI.JK,Intanwijaya Internasional Tbk,INCI;INCI.JK;Intanwijaya Internasional Tbk;Intanwijaya Internasional,Indonesia,,INCI,Pengembangan,207656617,24 Jul 1990
INCO.JK,Vale Indonesia Tbk.,INCO;INCO.JK;Vale Indonesia Tbk.;Vale Indonesia,Indonesia,,INCO,Utama,10539784534,16 Mei 1990
INDF.JK,Indofood Sukses Makmur Tbk.,INDF;INDF.JK;Indofood Sukses Makmur Tbk.;Indofood Sukses Makmur,Indonesia,,INDF,Utama,8780426500,14 Jul 1994
INDR.JK,Indo-Rama Synthetics Tbk.,INDR;INDR.JK;Indo-Rama Synthetics Tbk.;Indo-Rama Synthetics,Indonesia,,INDR,Pengembangan,654351707,03 Agt 1990
INDS.JK,Indospring Tbk.,INDS;INDS.JK;Indospring Tbk.;Indospring,Indonesia,,INDS,Pengembangan,6562497100,10 Agt 1990
INDX.JK,Tanah Laut Tbk,INDX;INDX.JK;Tanah Laut Tbk;Tanah Laut,Indonesia,,INDX,Pengembangan,437913588,17 Mei 2001
INDY.JK,Indika Energy Tbk.,INDY;INDY.JK;Indika Energy Tbk.;Indika Energy,Indonesia,,INDY,Utama,5210192000,11 Jun 2008
INKP.JK,Indah Kiat Pulp & Paper Tbk.,INKP;INKP.JK;Indah Kiat Pulp & Paper Tbk.;Indah Kiat Pulp & Paper,Indonesia,,INKP,Utama,5470982941,16 Jul 1990
INPC.JK,Bank Artha Graha Internasional,INPC;INPC.JK;Bank Artha Graha Internasional,Indonesia,,INPC,Utama,20021178779,23 Agt 1990
INPP.JK,Indonesian Paradise Property T,INPP;INPP.JK;Indonesian Paradise Property T,Indonesia,,INPP,Pengembangan,11181971732,12 Jan 2004
INRU.JK,Toba Pulp Lestari Tbk.,INRU;INRU.JK;Toba Pulp Lestari Tbk.;Toba Pulp Lestari,Indonesia,,INRU,Pemantauan Khusus,1388883283,18 Jun 1990
INTA.JK,Intraco Penta Tbk.,INTA;INTA.JK;Intraco Penta Tbk.;Intraco Penta,Indonesia,,INTA,Pemantauan Khusus,3343935022,23 Agt 1993
INTD.JK,Inter Delta Tbk,INTD;INTD.JK;Inter Delta Tbk;Inter Delta,Indonesia,,INTD,Pengembangan,591828000,18 Des 1989
INTP.JK,Indocement Tunggal Prakarsa Tb,INTP;INTP.JK;Indocement Tunggal Prakarsa Tb,Indonesia,,INTP,Utama,3515602799,05 Des 1989
IPOL.JK,Indopoly Swakarsa Industry Tbk,IPOL;IPOL.JK;Indopoly Swakarsa Industry Tbk;Indopoly Swakarsa Industry,Indonesia,,IPOL,Pengembangan,6443379509,09 Jul 2010
ISAT.JK,Indosat Tbk.,ISAT;ISAT.JK;Indosat Tbk.;Indosat,Indonesia,,ISAT,Utama,32250810957,19 Okt 1994
ISSP.JK,Steel Pipe Industry of Indones,ISSP;ISSP.JK;Steel Pipe Industry of Indones,Indonesia,,ISSP,Utama,7185992035,22 Feb 2013
ITMA.JK,Sumber Energi Andalan Tbk.,ITMA;ITMA.JK;Sumber Energi Andalan Tbk.;Sumber Energi Andalan,Indonesia,,ITMA,Pengembangan,999053167,10 Des 1990
ITMG.JK,Indo Tambangraya Megah Tbk.,ITMG;ITMG.JK;Indo Tambangraya Megah Tbk.;Indo Tambangraya Megah,Indonesia,,ITMG,Utama,1129925000,18 Des 2007
JAWA.JK,Jaya Agra Wattie Tbk.,JAWA;JAWA.JK;Jaya Agra Wattie Tbk.;Jaya Agra Wattie,Indonesia,,JAWA,Pengembangan,16232951842,30 Mei 2011
JECC.JK,Jembo Cable Company Tbk.,JECC;JECC.JK;Jembo Cable Company Tbk.;Jembo Cable Company,Indonesia,,JECC,Pemantauan Khusus,756000000,18 Nov 1992
JIHD.JK,Jakarta International Hotels &,JIHD;JIHD.JK;Jakarta International Hotels &,Indonesia,,JIHD,Utama,2329040482,29 Feb 1984
JKON.JK,Jaya Konstruksi Manggala Prata,JKON;JKON.JK;Jaya Konstruksi Manggala Prata,Indonesia,,JKON,Utama,16308519860,04 Des 2007
JPFA.JK,Japfa Comfeed Indonesia Tbk.,JPFA;JPFA.JK;Japfa Comfeed Indonesia Tbk.;Japfa Comfeed Indonesia,Indonesia,,JPFA,Utama,11726575201,23 Okt 1989
JRPT.JK,Jaya Real Property Tbk.,JRPT;JRPT.JK;Jaya Real Property Tbk.;Jaya Real Property,Indonesia,,JRPT,Utama,12910719100,29 Jun 1994
JSMR.JK,Jasa Marga (Persero) Tbk.,JSMR;JSMR.JK;Jasa Marga (Persero) Tbk.;Jasa Marga (),Indonesia,,JSMR,Utama,7257871200,12 Nov 2007
JSPT.JK,Jakarta Setiabudi Internasiona,JSPT;JSPT.JK;Jakarta Setiabudi Internasiona,Indonesia,,JSPT,Utama,2318736000,12 Jan 1998
JTPE.JK,Jasuindo Tiga Perkasa Tbk.,JTPE;JTPE.JK;Jasuindo Tiga Perkasa Tbk.;Jasuindo Tiga Perkasa,Indonesia,,JTPE,Utama,6852050000,16 Apr 2002
KAEF.JK,Kimia Farma Tbk.,KAEF;KAEF.JK;Kimia Farma Tbk.;Kimia Farma,Indonesia,,KAEF,Pengembangan,5566589677,04 Jul 2001
KARW.JK,Meratus Jasa Prima Tbk.,KARW;KARW.JK;Meratus Jasa Prima Tbk.;Meratus Jasa Prima,Indonesia,,KARW,Pemantauan Khusus,587152700,20 Des 1994
KBLI.JK,KMI Wire & Cable Tbk.,KBLI;KBLI.JK;KMI Wire & Cable Tbk.;KMI Wire & Cable,Indonesia,,KBLI,Utama,4007235107,06 Jul 1992
KBLM.JK,Kabelindo Murni Tbk.,KBLM;KBLM.JK;Kabelindo Murni Tbk.;Kabelindo Murni,Indonesia,,KBLM,Pengembangan,1120000000,01 Jun 1992
KBLV.JK,First Media Tbk.,KBLV;KBLV.JK;First Media Tbk.;First Media,Indonesia,,KBLV,Pengembangan,1742167907,25 Feb 2000
KBRI.JK,Kertas Basuki Rachmat Indonesi,KBRI;KBRI.JK;Kertas Basuki Rachmat Indonesi,Indonesia,,KBRI,Pemantauan Khusus,8687995734,11 Jul 2008
KDSI.JK,Kedawung Setia Industrial Tbk.,KDSI;KDSI.JK;Kedawung Setia Industrial Tbk.;Kedawung Setia Industrial,Indonesia,,KDSI,Pengembangan,1620000000,29 Jul 1996
KIAS.JK,Keramika Indonesia Assosiasi T,KIAS;KIAS.JK;Keramika Indonesia Assosiasi T,Indonesia,,KIAS,Pemantauan Khusus,14929100000,08 Des 1994
KICI.JK,Kedaung Indah Can Tbk,KICI;KICI.JK;Kedaung Indah Can Tbk;Kedaung Indah Can,Indonesia,,KICI,Pengembangan,276000000,28 Okt 1993
KIJA.JK,Kawasan Industri Jababeka Tbk.,KIJA;KIJA.JK;Kawasan Industri Jababeka Tbk.;Kawasan Industri Jababeka,Indonesia,,KIJA,Utama,20824888369,10 Jan 1995
KKGI.JK,Resource Alam Indonesia Tbk.,KKGI;KKGI.JK;Resource Alam Indonesia Tbk.;Resource Alam Indonesia,Indonesia,,KKGI,Utama,5000000000,01 Jul 1991
KLBF.JK,Kalbe Farma Tbk.,KLBF;KLBF.JK;Kalbe Farma Tbk.;Kalbe Farma,Indonesia,,KLBF,Utama,46813391540,30 Jul 1991
KOBX.JK,Kobexindo Tractors Tbk.,KOBX;KOBX.JK;Kobexindo Tractors Tbk.;Kobexindo Tractors,Indonesia,,KOBX,Pengembangan,2272500000,05 Jul 2012
KOIN.JK,Kokoh Inti Arebama Tbk,KOIN;KOIN.JK;Kokoh Inti Arebama Tbk;Kokoh Inti Arebama,Indonesia,,KOIN,Pemantauan Khusus,980843732,09 Apr 2008
KONI.JK,Perdana Bangun Pusaka Tbk,KONI;KONI.JK;Perdana Bangun Pusaka Tbk;Perdana Bangun Pusaka,Indonesia,,KONI,Pengembangan,312000000,22 Agt 1995
KOPI.JK,Mitra Energi Persada Tbk.,KOPI;KOPI.JK;Mitra Energi Persada Tbk.;Mitra Energi Persada,Indonesia,,KOPI,Pengembangan,697266668,04 Mei 2015
KPIG.JK,MNC Tourism Indonesia Tbk.,KPIG;KPIG.JK;MNC Tourism Indonesia Tbk.;MNC Tourism Indonesia,Indonesia,,KPIG,Utama,99857559263,30 Mar 2000
KRAS.JK,Krakatau Steel (Persero) Tbk.,KRAS;KRAS.JK;Krakatau Steel (Persero) Tbk.;Krakatau Steel (),Indonesia,,KRAS,Pengembangan,19346396900,10 Nov 2010
KREN.JK,Quantum Clovera Investama Tbk.,KREN;KREN.JK;Quantum Clovera Investama Tbk.;Quantum Clovera Investama,Indonesia,,KREN,Pemantauan Khusus,18208470100,28 Jun 2002
LAPD.JK,Leyand International Tbk.,LAPD;LAPD.JK;Leyand International Tbk.;Leyand International,Indonesia,,LAPD,Pengembangan,3966350139,17 Jul 2001
LCGP.JK,Eureka Prima Jakarta Tbk.,LCGP;LCGP.JK;Eureka Prima Jakarta Tbk.;Eureka Prima Jakarta,Indonesia,,LCGP,Pemantauan Khusus,5630000914,13 Jul 2007
LEAD.JK,Logindo Samudramakmur Tbk.,LEAD;LEAD.JK;Logindo Samudramakmur Tbk.;Logindo Samudramakmur,Indonesia,,LEAD,Pengembangan,5799616328,11 Des 2013
LINK.JK,Link Net Tbk.,LINK;LINK.JK;Link Net Tbk.;Link Net,Indonesia,,LINK,Pengembangan,2863195484,02 Jun 2014
LION.JK,Lion Metal Works Tbk.,LION;LION.JK;Lion Metal Works Tbk.;Lion Metal Works,Indonesia,,LION,Pengembangan,520160000,20 Agt 1993
LMAS.JK,Limas Indonesia Makmur Tbk,LMAS;LMAS.JK;Limas Indonesia Makmur Tbk;Limas Indonesia Makmur,Indonesia,,LMAS,Pemantauan Khusus,787851525,28 Des 2001
LMPI.JK,Langgeng Makmur Industri Tbk.,LMPI;LMPI.JK;Langgeng Makmur Industri Tbk.;Langgeng Makmur Industri,Indonesia,,LMPI,Pengembangan,1008517669,17 Okt 1994
LMSH.JK,Lionmesh Prima Tbk.,LMSH;LMSH.JK;Lionmesh Prima Tbk.;Lionmesh Prima,Indonesia,,LMSH,Pemantauan Khusus,96000000,04 Jun 1990
LPCK.JK,Lippo Cikarang Tbk,LPCK;LPCK.JK;Lippo Cikarang Tbk;Lippo Cikarang,Indonesia,,LPCK,Utama,5134685692,24 Jul 1997
LPGI.JK,Lippo General Insurance Tbk.,LPGI;LPGI.JK;Lippo General Insurance Tbk.;Lippo General Insurance,Indonesia,,LPGI,Pengembangan,3000000000,22 Jul 1997
LPIN.JK,Multi Prima Sejahtera Tbk,LPIN;LPIN.JK;Multi Prima Sejahtera Tbk;Multi Prima Sejahtera,Indonesia,,LPIN,Pengembangan,425000000,05 Feb 1990
LPKR.JK,Lippo Karawaci Tbk.,LPKR;LPKR.JK;Lippo Karawaci Tbk.;Lippo Karawaci,Indonesia,,LPKR,Utama,70898018369,28 Jun 1996
LPLI.JK,Star Pacific Tbk,LPLI;LPLI.JK;Star Pacific Tbk;Star Pacific,Indonesia,,LPLI,Pengembangan,1170432803,23 Okt 1989
LPPF.JK,MDS Retailing Tbk.,LPPF;LPPF.JK;MDS Retailing Tbk.;MDS Retailing,Indonesia,,LPPF,Utama,2258279280,09 Okt 1989
LPPS.JK,Lenox Pasifik Investama Tbk.,LPPS;LPPS.JK;Lenox Pasifik Investama Tbk.;Lenox Pasifik Investama,Indonesia,,LPPS,Pengembangan,2588250000,28 Mar 1994
LRNA.JK,Eka Sari Lorena Transport Tbk.,LRNA;LRNA.JK;Eka Sari Lorena Transport Tbk.;Eka Sari Lorena Transport,Indonesia,,LRNA,Pengembangan,350000022,15 Apr 2014
LSIP.JK,PP London Sumatra Indonesia Tb,LSIP;LSIP.JK;PP London Sumatra Indonesia Tb,Indonesia,,LSIP,Utama,6819963965,05 Jul 1996
LTLS.JK,Lautan Luas Tbk.,LTLS;LTLS.JK;Lautan Luas Tbk.;Lautan Luas,Indonesia,,LTLS,Utama,1560000000,21 Jul 1997
MAGP.JK,Multi Agro Gemilang Plantation,MAGP;MAGP.JK;Multi Agro Gemilang Plantation,Indonesia,,MAGP,Pemantauan Khusus,9000000004,16 Jan 2013
MAIN.JK,Malindo Feedmill Tbk.,MAIN;MAIN.JK;Malindo Feedmill Tbk.;Malindo Feedmill,Indonesia,,MAIN,Utama,2238750000,10 Feb 2006
MAPI.JK,Mitra Adiperkasa Tbk.,MAPI;MAPI.JK;Mitra Adiperkasa Tbk.;Mitra Adiperkasa,Indonesia,,MAPI,Utama,16600000000,10 Nov 2004
MAYA.JK,Bank Mayapada Internasional Tb,MAYA;MAYA.JK;Bank Mayapada Internasional Tb,Indonesia,,MAYA,Utama,25906179152,29 Agt 1997
MBAP.JK,Mitrabara Adiperdana Tbk.,MBAP;MBAP.JK;Mitrabara Adiperdana Tbk.;Mitrabara Adiperdana,Indonesia,,MBAP,Pengembangan,1227271952,10 Jul 2014
MBSS.JK,Mitrabahtera Segara Sejati Tbk,MBSS;MBSS.JK;Mitrabahtera Segara Sejati Tbk;Mitrabahtera Segara Sejati,Indonesia,,MBSS,Utama,1750026639,06 Apr 2011
MBTO.JK,Martina Berto Tbk.,MBTO;MBTO.JK;Martina Berto Tbk.;Martina Berto,Indonesia,,MBTO,Pengembangan,1070000000,13 Jan 2011
MCOR.JK,Bank China Construction Bank I,MCOR;MCOR.JK;Bank China Construction Bank I,Indonesia,,MCOR,Utama,37540533209,03 Jul 2007
MDIA.JK,Intermedia Capital Tbk.,MDIA;MDIA.JK;Intermedia Capital Tbk.;Intermedia Capital,Indonesia,,MDIA,Pengembangan,39215538400,11 Apr 2014
